	Performer	Artist_Popularity_x	Performer2	uri_x	Genre	Explicit	Artist_Popularity_y	Song	Duration s	uri_y	url	WeekID	Week Position	SongID	Instance	Previous Week Position	Peak Position	Weeks on Chart	Year
8288	The Arbors	10.0	The Arbors	spotify:artist:63Dt0x6oCx3qBDz6G6A5uv		False	4.0	Graduation Day	149.586	spotify:track:7bzliWon3VpMR1guX1HlOf	http://www.billboard.com/charts/hot-100/1967-06-17	1967-06-17	85	Graduation DayThe Arbors	1		85	1	1967
8290	Country Joe & The Fish	43.0	Country Joe & The Fish	spotify:artist:0a63dfrxBQKqh160P8iUNL	acid rock	False	35.0	Not So Sweet Martha Lorraine	264.0	spotify:track:1JMJZYMdMY3Wl4WAAejSj6	http://www.billboard.com/charts/hot-100/1967-08-05	1967-08-05	95	Not So Sweet Martha LorraineCountry Joe & The Fish	1		95	1	1967
8291	Ruby Andrews	20.0	Ruby Andrews	spotify:artist:1mg8nnhxHsBOe2lJHQvGdH	classic soul	False	0.0	Casonova (Your Playing Days Are Over)	168.367	spotify:track:6eZJUryN1ksA3X9qpXMVZd	http://www.billboard.com/charts/hot-100/1967-08-26	1967-08-26	95	Casonova (Your Playing Days Are Over)Ruby Andrews	1		95	1	1967
8292	Charley Pride	54.0	Charley Pride	spotify:artist:69Fk1s1lzINOKqoSWjjEiE	classic country pop	False	17.0	I Can't Believe That You've Stopped Loving Me	185.733	spotify:track:3Bd64dIs8WqlH9KWkT76XN	http://www.billboard.com/charts/hot-100/1970-10-24	1970-10-24	89	I Can't Believe That You've Stopped Loving MeCharley Pride	1		89	1	1970
8294	Joe South	34.0	Joe South	spotify:artist:7s2L0cftC6UBVVxADuyfwS	bubblegum pop	False	45.0	Games People Play	215.16	spotify:track:50t8gshcAtXiUdk7nHfYDp	http://www.billboard.com/charts/hot-100/1969-01-11	1969-01-11	91	Games People PlayJoe South	1		91	1	1969
8296	Denise LaSalle	31.0	Denise LaSalle	spotify:artist:0GVO1kqJHVxOarPgex9K15	soul blues	False	8.0	Love Me Right	228.733	spotify:track:33Bd5VF5zvaekFyTxut3Q6	http://www.billboard.com/charts/hot-100/1978-01-14	1978-01-14	95	Love Me RightDenise LaSalle	1		95	1	1978
8297	Rock Flowers	0.0	Rock Flowers	spotify:artist:2lRZc7Aoa2mFClbb2bKNqI		False	0.0	Number Wonderful	144.91	spotify:track:1dgHI0lRxjvyijgy9nPAms	http://www.billboard.com/charts/hot-100/1972-02-12	1972-02-12	95	Number WonderfulRock Flowers	1		95	1	1972
8298	Jerry Garcia	52.0	Jerry Garcia	spotify:artist:3QDaXfnxfQqqJQK5lSdjLN	blues rock	False	45.0	Sugaree	352.964	spotify:track:4XoYeolVYTiddO9wZLXLgl	http://www.billboard.com/charts/hot-100/1972-04-15	1972-04-15	95	SugareeJerry Garcia	1		95	1	1972
8299	Timmy Thomas	46.0	Timmy Thomas	spotify:artist:7JLwBH0X2G8tgHceqvOu5B	classic soul	False	50.0	Why Can't We Live Together	277.973	spotify:track:722E6CPY8biq4sUnf40u6Y	http://www.billboard.com/charts/hot-100/1972-11-25	1972-11-25	94	Why Can't We Live TogetherTimmy Thomas	1		94	1	1972
8301	T.G. Sheppard	44.0	T.G. Sheppard	spotify:artist:23C7hNBr8GRdsk3VoTSZXh	classic country pop	False	24.0	Devil In The Bottle	167.546	spotify:track:0al5WNmIASd3qMK50tiwTi	http://www.billboard.com/charts/hot-100/1975-01-25	1975-01-25	95	Devil In The BottleT.G. Sheppard	1		95	1	1975
8304	Enchantment	36.0	Enchantment	spotify:artist:6f8IcmSWG7IH8nc8u6vjnt	classic soul	False	39.0	Gloria	336.6	spotify:track:6v3Rv4R2OCseryFeLzux7C	http://www.billboard.com/charts/hot-100/1977-01-29	1977-01-29	91	GloriaEnchantment	1		91	1	1977
8307	Alan O'Day	25.0	Alan O'Day	spotify:artist:63f6RFsOlwDMnAuDwjB58Y		False	34.0	Undercover Angel	211.226	spotify:track:07QeqzdAvYO5yvG3RnLFIN	http://www.billboard.com/charts/hot-100/1977-04-02	1977-04-02	98	Undercover AngelAlan O'Day	1		98	1	1977
8308	Plastic Bertrand	50.0	Plastic Bertrand	spotify:artist:1KeIof0zqga5ojkmOKg88P	classic belgian pop	False	63.0	Ca Plane Pour Moi	182.133	spotify:track:4sf4Lq52b2iCoAgpge7a9g	http://www.billboard.com/charts/hot-100/1978-04-29	1978-04-29	95	Ca Plane Pour MoiPlastic Bertrand	1		95	1	1978
8309	The Gap Band	55.0	The Gap Band	spotify:artist:4TwHRCIu3Xg9fjS3l7owkp	disco	False	54.0	Yearning For Your Love	343.4	spotify:track:5qM925z83TMCtj6h0qooVi	http://www.billboard.com/charts/hot-100/1981-05-23	1981-05-23	89	Yearning For Your LoveThe Gap Band	1		89	1	1981
8312	Grover Washington, Jr.	65.0	Grover Washington, Jr.	spotify:artist:05YVYeV4HxYp5rrWalvuE1	smooth jazz	False	49.0	Mister Magic	541.826	spotify:track:2fmXnPfzguSp3zKDibCBgv	http://www.billboard.com/charts/hot-100/1975-05-03	1975-05-03	97	Mister MagicGrover Washington, Jr.	1		97	1	1975
8313	Paul Hardcastle	50.0	Paul Hardcastle	spotify:artist:0SgDfSfWqkZMW96aT2oQZ1	smooth jazz	False	38.0	Rain Forest	448.48	spotify:track:3dbpLKZFd8Oc19cqiSuWoW	http://www.billboard.com/charts/hot-100/1985-01-12	1985-01-12	95	Rain ForestPaul Hardcastle	1		95	1	1985
8315	Ozzy Osbourne	73.0	Ozzy Osbourne	spotify:artist:6ZLTlhejhndI4Rh53vYhrY	album rock	False	63.0	Shot in the Dark	256.293	spotify:track:31dqpLUModJWNbxrXu6TWd	http://www.billboard.com/charts/hot-100/1986-03-22	1986-03-22	95	Shot in the DarkOzzy Osbourne	1		95	1	1986
8319	E.G. Daily	27.0	E.G. Daily	spotify:artist:3QVL6A4hJlJVP44ZnvCguk		False	36.0	Say It, Say It	276.04	spotify:track:6979YmbY2rScYdH6ovoQxF	http://www.billboard.com/charts/hot-100/1986-04-26	1986-04-26	95	Say It, Say ItE.G. Daily	1		95	1	1986
8320	The Georgia Satellites	50.0	The Georgia Satellites	spotify:artist:2hnzQ6eCFkxUIPsVcsdj8A	album rock	False	46.0	Battleship Chains	177.386	spotify:track:0dJEQ01IPN4ukqRsPrm4ab	http://www.billboard.com/charts/hot-100/1987-03-28	1987-03-28	95	Battleship ChainsThe Georgia Satellites	1		95	1	1987
8321	Frozen Ghost	23.0	Frozen Ghost	spotify:artist:4ignUMEBtc05bLUlavYgBn	classic canadian rock	False	26.0	Should I See	230.985	spotify:track:5I4wTwJdBJgTE2NA0ErL5y	http://www.billboard.com/charts/hot-100/1987-04-11	1987-04-11	95	Should I SeeFrozen Ghost	1		95	1	1987
8322	Jon Astley	33.0	Jon Astley	spotify:artist:1I8A3N4AgFS3geeMC8uh8I		False	12.0	Jane's Getting Serious	264.106	spotify:track:106qFcpkO3Xdji2PdjUt6g	http://www.billboard.com/charts/hot-100/1987-06-27	1987-06-27	91	Jane's Getting SeriousJon Astley	1		91	1	1987
8323	Midge Ure	44.0	Midge Ure	spotify:artist:2N4isf5pypyuDVpBofqEN8	new romantic	False	23.0	Dear God	300.76	spotify:track:309eioL1MEFrpBALg2I9E2	http://www.billboard.com/charts/hot-100/1989-03-11	1989-03-11	95	Dear GodMidge Ure	1		95	1	1989
8324	Adrian Belew	32.0	Adrian Belew	spotify:artist:67ACRXvvMXGf3zGJMefM63	art rock	False	31.0	Oh Daddy	186.733	spotify:track:6XEewx0jsAB3lM15M6bq8G	http://www.billboard.com/charts/hot-100/1989-08-05	1989-08-05	95	Oh DaddyAdrian Belew	1		95	1	1989
8325	Underworld	57.0	Underworld	spotify:artist:1PXHzxRDiLnjqNrRn2Xbsa	alternative dance	False	14.0	Stand Up	231.195	spotify:track:4oXG2N3ITq1U6BE2R8wAvF	http://www.billboard.com/charts/hot-100/1989-08-26	1989-08-26	95	Stand UpUnderworld	1		95	1	1989
8326	Peter Murphy	46.0	Peter Murphy	spotify:artist:7zeHJIIfNStVfxlbT72UwY	dark wave	False	54.0	Cuts You Up	327.133	spotify:track:1rnoM73nG7HsyOqV5X7lPF	http://www.billboard.com/charts/hot-100/1990-03-24	1990-03-24	95	Cuts You UpPeter Murphy	1		95	1	1990
8327	Thunder	74.0	Thundercat	spotify:artist:4frXpPxQQZwbCu3eTGnZEw	afrofuturism	False	39.0	Dirty Love	315.586	spotify:track:4hAx5iTGvFrF7GxyFyLvJR	http://www.billboard.com/charts/hot-100/1991-06-01	1991-06-01	95	Dirty LoveThunder	1		95	1	1991
8328	Cynthia	57.0	Cynthia Erivo	spotify:artist:46UMQ0cW8ToR8egkBRwAxZ	pop soul	False	7.0	Break Up To Make Up	237.093	spotify:track:2Q4MyAQ4oIStlckiGhVsD4	http://www.billboard.com/charts/hot-100/1991-06-22	1991-06-22	95	Break Up To Make UpCynthia	1		95	1	1991
8329	Grand Puba	49.0	Grand Puba	spotify:artist:6IjhOxJSTPh15KgFTSZ68K	alternative hip hop	True	57.0	I Like It (I Wanna Be Where You Are)	263.533	spotify:track:5KBUiiDRPsocZlY2v3EtRk	http://www.billboard.com/charts/hot-100/1995-06-03	1995-06-03	91	I Like It (I Wanna Be Where You Are)Grand Puba	1		91	1	1995
8330	Extreme	63.0	Extreme	spotify:artist:6w7j5wQ5AI5OQYlcM15s2L	album rock	False	76.0	More Than Words	334.106	spotify:track:1gVgkQFOKa8Wc1HYsJtPdH	http://www.billboard.com/charts/hot-100/1991-03-23	1991-03-23	81	More Than WordsExtreme	1		81	1	1991
8331	Dina Carroll	39.0	Dina Carroll	spotify:artist:6G7PZ5QfWCPDMxTJ48vYwG	diva house	False	31.0	So Close	293.533	spotify:track:7c51mPqkeaO44KJjVuBG5J	http://www.billboard.com/charts/hot-100/1993-04-17	1993-04-17	95	So CloseDina Carroll	1		95	1	1993
8332	Boss	55.0	Big Boss Vette	spotify:artist:6fKiutMtRIcxi4zEau0BuI	trap queen	True	32.0	Deeper	241.56	spotify:track:6PZ4laM20qkvIrgji3NLsK	http://www.billboard.com/charts/hot-100/1993-04-24	1993-04-24	95	DeeperBoss	1		95	1	1993
8333	Lords Of The Underground	46.0	Lords Of The Underground	spotify:artist:17Q9sCBpIyS6yM2YyaI6R4	alternative hip hop	True	48.0	Funky Child	271.066	spotify:track:3UhwS81S9L7i2byZCrhSAv	http://www.billboard.com/charts/hot-100/1993-03-27	1993-03-27	87	Funky ChildLords Of The Underground	1		87	1	1993
8335	Freedy Johnston	31.0	Freedy Johnston	spotify:artist:5aeoG3xBrai5JsTqVmmgj0	alternative country	False	41.0	Bad Reputation	248.56	spotify:track:5aNAOwr2QoRbvyRG7ZVrhf	http://www.billboard.com/charts/hot-100/1994-12-24	1994-12-24	95	Bad ReputationFreedy Johnston	1		95	1	1994
8336	Dru Down	45.0	Dru Down	spotify:artist:0WbeGaye1H1KUdYWzYlTmk	g funk	True	54.0	Pimp Of The Year	254.093	spotify:track:5f8KgDZ8aQKQii0U1qdRbC	http://www.billboard.com/charts/hot-100/1994-12-24	1994-12-24	91	Pimp Of The YearDru Down	1		91	1	1994
8338	Susanna Hoffs	36.0	Susanna Hoffs	spotify:artist:2Sc4ukCRllIu02LZfHF0RL	lilith	False	21.0	All I Want	198.373	spotify:track:53m1rGnPJVtI0zUryVyL9N	http://www.billboard.com/charts/hot-100/1996-11-30	1996-11-30	95	All I WantSusanna Hoffs	1		95	1	1996
8339	DJ Company	30.0	DJ Company	spotify:artist:6EzxzjKMVw35OI2zAll7r4	bubblegum dance	False	37.0	Rhythm Of Love	230.36	spotify:track:73qjbJcnWtMySl3HIvgnd4	http://www.billboard.com/charts/hot-100/1997-06-14	1997-06-14	95	Rhythm Of LoveDJ Company	1		95	1	1997
8340	Shane Minor	2.0	Shane Minor	spotify:artist:1QheZc3qNofzVJzUD92jyZ		False	5.0	Slave To The Habit	184.266	spotify:track:7ICLuA4y58x4DU0hqbSap5	http://www.billboard.com/charts/hot-100/1999-06-19	1999-06-19	95	Slave To The HabitShane Minor	1		95	1	1999
8341	Trick Pony	36.0	Trick Pony	spotify:artist:1Tdrtr2WwDDde01GJllidM	country	False	49.0	Pour Me	172.0	spotify:track:2enprHJA0siL33w7TaN7VH	http://www.billboard.com/charts/hot-100/2001-02-03	2001-02-03	95	Pour MeTrick Pony	1		95	1	2001
8342	Lasgo	52.0	Lasgo	spotify:artist:25Kw8f1zcn9VtUk5Nl3qrp	belgian dance	False	48.0	Alone	241.04	spotify:track:6hVdYM1RKjPIYv17KJ6Cll	http://www.billboard.com/charts/hot-100/2003-12-27	2003-12-27	95	AloneLasgo	1		95	1	2003
8343	Crossfade	58.0	Crossfade	spotify:artist:4IR8ZkpbyyKrqsIzchF3NB	alternative metal	False	70.0	Cold	194.226	spotify:track:6ZxrUCaynLgKSUudACOTwj	http://www.billboard.com/charts/hot-100/2004-08-07	2004-08-07	95	ColdCrossfade	1		95	1	2004
8344	Tank	59.0	Tank	spotify:artist:4mwXUEKaW4ftbncf9Hi58l	pop r&b	False	46.0	Please Don't Go	353.64	spotify:track:6I5xABsVToEjk9kssq8B1k	http://www.billboard.com/charts/hot-100/2007-03-24	2007-03-24	95	Please Don't GoTank	1		95	1	2007
8346	The Last Goodnight	45.0	The Last Goodnight	spotify:artist:4UrGiQXrpB2CmzVGVFtH5E	neo mellow	False	59.0	Pictures Of You	189.933	spotify:track:4bfyeYgNLENrwLRRSKXfM3	http://www.billboard.com/charts/hot-100/2007-10-27	2007-10-27	95	Pictures Of YouThe Last Goodnight	1		95	1	2007
8347	Spectacular! Cast	23.0	Spectacular! Cast	spotify:artist:6LXsctaxlamY9VuhxWlFH1	post-teen pop	False	31.0	Break My Heart	190.133	spotify:track:1WbeuiDYoCfCpvxisr1zRx	http://www.billboard.com/charts/hot-100/2009-03-07	2009-03-07	95	Break My HeartSpectacular! Cast	1		95	1	2009
8348	Madcon	63.0	Madcon	spotify:artist:6c4sUNBgdonFJz8Kx2VsGz	dance pop	False	59.0	Beggin'	218.706	spotify:track:4YeKAwFn69ehnciOfi7Sbf	http://www.billboard.com/charts/hot-100/2009-05-02	2009-05-02	95	Beggin'Madcon	1		95	1	2009
8349	Uncle Kracker	61.0	Uncle Kracker	spotify:artist:2DnqqkzzDKm3vAoyHtn8So	neo mellow	True	71.0	Follow Me	218.439	spotify:track:4KoecuyOpZaNFZ0UqVsllc	http://www.billboard.com/charts/hot-100/2001-03-10	2001-03-10	72	Follow MeUncle Kracker	1		72	1	2001
8351	David Nail	55.0	David Nail	spotify:artist:4DZGvSv2oMkBUnPz67E6z6	contemporary country	False	52.0	Red Light	246.333	spotify:track:66EhdSD4MPXk5ZXljDJWI6	http://www.billboard.com/charts/hot-100/2009-10-10	2009-10-10	95	Red LightDavid Nail	1		95	1	2009
8354	Grace Potter & The Nocturnals	43.0	Grace Potter & The Nocturnals	spotify:artist:23OknxGcY1i5xX1TRPilMj	modern blues rock	False	50.0	Stars	215.933	spotify:track:6s7sq2Quh4TxHRfdk6eFxk	http://www.billboard.com/charts/hot-100/2012-12-08	2012-12-08	95	StarsGrace Potter & The Nocturnals	1		95	1	2012
8355	Bastille	76.0	Bastille	spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc	metropopolis	False	73.0	Pompeii	214.147	spotify:track:3gbBpTdY8lnQwqxNCcf795	http://www.billboard.com/charts/hot-100/2013-08-31	2013-08-31	95	PompeiiBastille	1		95	1	2013
8357	Milky Chance	73.0	Milky Chance	spotify:artist:1hzfo8twXdOegF3xireCYs	german pop	False	74.0	Stolen Dance	313.684	spotify:track:6vECYJHxYmm3Ydt3fF01pE	http://www.billboard.com/charts/hot-100/2014-08-09	2014-08-09	95	Stolen DanceMilky Chance	1		95	1	2014
8358	Kehlani	77.0	Kehlani	spotify:artist:0cGUm45nv7Z6M6qdXYQGTX	dance pop	True	72.0	Gangsta	177.028	spotify:track:1W7zkKgRv9mrLbfdQ8XyH3	http://www.billboard.com/charts/hot-100/2016-08-27	2016-08-27	62	GangstaKehlani	1		62	1	2016
8362	Maren Morris	74.0	Maren Morris	spotify:artist:6WY7D3jk8zTrHtmkqqo5GI	contemporary country	False	60.0	80s Mercedes	211.767	spotify:track:58spuRyMUsjKHQHEGwLC99	http://www.billboard.com/charts/hot-100/2016-11-05	2016-11-05	95	80s MercedesMaren Morris	1		95	1	2016
8366	Jon Pardi	73.0	Jon Pardi	spotify:artist:4MoAOfV4ROWofLG3a3hhBN	contemporary country	False	60.0	Up All Night	209.64	spotify:track:6qewYf1Su9xeaAp9iEQpUw	http://www.billboard.com/charts/hot-100/2013-11-30	2013-11-30	99	Up All NightJon Pardi	1		99	1	2013
8370	PARTYNEXTDOOR	79.0	PARTYNEXTDOOR	spotify:artist:2HPaUgqeutzr3jx5a9WyDV	pop	False	56.0	Not Nice	202.661	spotify:track:6tHt7Ln9RV8FTlT4kTxr2b	http://www.billboard.com/charts/hot-100/2017-02-04	2017-02-04	95	Not NicePARTYNEXTDOOR	1		95	1	2017
8371	Cole Swindell	69.0	Cole Swindell	spotify:artist:1mfDfLsMxYcOOZkzBxvSVW	contemporary country	False	56.0	Let Me See Ya Girl	187.586	spotify:track:3y1t2sEahs8idFz2tiYNPO	http://www.billboard.com/charts/hot-100/2015-08-22	2015-08-22	94	Let Me See Ya GirlCole Swindell	1		94	1	2015
8373	Billy Williams	19.0	Billy Paul Williams	spotify:artist:1zMqMU48f5ldQ9Y194M4HU		False	2.0	Nola	157.52	spotify:track:5386J62YU82J0WfdNu1yaT	http://www.billboard.com/charts/hot-100/1959-01-10	1959-01-10	96	NolaBilly Williams	1		96	1	1959
8374	Nicola Paone	3.0	Nicola Paone	spotify:artist:1zmqDtYxHNyMWp9i5gtKpB		False	0.0	Blah, Blah, Blah	159.346	spotify:track:0DjvEtL6of7GNZlGvvcx1V	http://www.billboard.com/charts/hot-100/1959-02-07	1959-02-07	96	Blah, Blah, BlahNicola Paone	1		96	1	1959
8375	Dodie Stevens	29.0	Dodie Stevens	spotify:artist:3lZh8hoNw1a0RV9hJbMZTs	deep adult standards	False	33.0	Pink Shoe Laces	145.16	spotify:track:2DifRe6kiKZjeB1IqFl2jJ	http://www.billboard.com/charts/hot-100/1959-02-14	1959-02-14	96	Pink Shoe LacesDodie Stevens	1		96	1	1959
8379	The Frantics	14.0	The Frantics	spotify:artist:2tFoZJdl5at2N1BWhTe8tt		False	2.0	Fog Cutter	117.586	spotify:track:0d6kBb2N7IWloiju11DrZY	http://www.billboard.com/charts/hot-100/1959-09-12	1959-09-12	93	Fog CutterThe Frantics	1		93	1	1959
8380	Webb Pierce	42.0	Webb Pierce	spotify:artist:1ARZrF9nU4zgdDHuBIfqMq	honky tonk	False	2.0	Fallen Angel	127.093	spotify:track:6JYEto8xNzS3f9WmPhHC5X	http://www.billboard.com/charts/hot-100/1960-11-19	1960-11-19	99	Fallen AngelWebb Pierce	1		99	1	1960
8381	Ray Peterson	43.0	Ray Peterson	spotify:artist:7BDI9Iqt24gl4RGdS6hWs9	adult standards	False	42.0	Goodnight My Love (Pleasant Dreams)	160.893	spotify:track:2NR4EGLrbwm4t0VXUlV0iw	http://www.billboard.com/charts/hot-100/1959-11-14	1959-11-14	92	Goodnight My Love (Pleasant Dreams)Ray Peterson	1		92	1	1959
8386	Buzz Clifford	16.0	Buzz Clifford	spotify:artist:4ktCOHXwrnjPRGmAuX98yE		False	28.0	Baby Sittin' Boogie	127.4	spotify:track:759mOolQH5z1Qn0aVnbZiV	http://www.billboard.com/charts/hot-100/1961-01-07	1961-01-07	96	Baby Sittin' BoogieBuzz Clifford	1		96	1	1961
8387	Anthony Newley	32.0	Anthony Newley	spotify:artist:5JXvJb6vQkSCFGCh4FCKOI	classic uk pop	False	13.0	Pop Goes The Weasel	166.988	spotify:track:5LIjieDz2qXX0OCegoBmPS	http://www.billboard.com/charts/hot-100/1961-12-02	1961-12-02	96	Pop Goes The WeaselAnthony Newley	1		96	1	1961
8388	Barbara George	35.0	Barbara Hendricks	spotify:artist:3NkCIDMU5HgFAyVLVdCWgE	classical performance	False	4.0	You Talk About Love	161.0	spotify:track:2MiG8lbFuM3ti33lNYLijB	http://www.billboard.com/charts/hot-100/1962-03-31	1962-03-31	65	You Talk About LoveBarbara George	1		65	1	1962
8389	Mike Clifford	5.0	Mike Clifford	spotify:artist:7423mOwJSpXloxFsr1apHi		False	14.0	Close To Cathy	174.76	spotify:track:4EKhJzaAkrlpamL0SDrSw7	http://www.billboard.com/charts/hot-100/1962-09-15	1962-09-15	98	Close To CathyMike Clifford	1		98	1	1962
8390	George Hamilton IV	33.0	George Hamilton IV	spotify:artist:6G39Gakqv1r26pZzijSWti	traditional country	False	0.0	When Will I Know	162.106	spotify:track:1h6Ih6Wndyk1WOEZw6pDhc	http://www.billboard.com/charts/hot-100/1958-08-23	1958-08-23	65	When Will I KnowGeorge Hamilton IV	1		65	1	1958
8393	The Rip Chords	21.0	The Rip Chords	spotify:artist:0WnxcAN2X6IKcdaZpi5X1K	surf music	False	4.0	Here I Stand	122.36	spotify:track:138UHyclyMPbTJ2S1N3KgE	http://www.billboard.com/charts/hot-100/1963-03-30	1963-03-30	76	Here I StandThe Rip Chords	1		76	1	1963
8397	Johnny Bond	38.0	Johnny Bond	spotify:artist:3oY80B5wwJ7TH3inVejOQ0	cowboy western	False	32.0	Hot Rod Lincoln	165.986	spotify:track:2FvpvjHX32OLvendFImN9N	http://www.billboard.com/charts/hot-100/1960-08-06	1960-08-06	93	Hot Rod LincolnJohnny Bond	1		93	1	1960
8398	The Shangri-Las	44.0	The Shangri-Las	spotify:artist:1WvziZcLLYLoMMdmQx7qcN	brill building pop	False	43.0	Leader Of The Pack	173.533	spotify:track:6wzLLGFlWQ5jqTL13MU069	http://www.billboard.com/charts/hot-100/1964-10-10	1964-10-10	86	Leader Of The PackThe Shangri-Las	1		86	1	1964
8404	Brenda Holloway	32.0	Brenda Holloway	spotify:artist:3nXMZsj1H0F7h9SDUeYNjg	classic soul	False	39.0	Every Little Bit Hurts	170.96	spotify:track:3sHGi1Ldr0JfoeZMoV9sNO	http://www.billboard.com/charts/hot-100/1964-05-02	1964-05-02	76	Every Little Bit HurtsBrenda Holloway	1		76	1	1964
8406	The Swingin' Medallions	19.0	The Swingin' Medallions	spotify:artist:1z53qNFpD23ucu5R20Q9Cq		False	10.0	She Drives Me Out Of My Mind	153.36	spotify:track:4ZxUICvETa5hE87tSLJYQ3	http://www.billboard.com/charts/hot-100/1966-08-20	1966-08-20	96	She Drives Me Out Of My MindThe Swingin' Medallions	1		96	1	1966
8407	Jerry Vale	46.0	Jerry Vale	spotify:artist:5MaJrqhwysKwbvDePyAS6l	adult standards	False	8.0	For Mama	169.933	spotify:track:6rd3jnfFTozqphQfktsdVo	http://www.billboard.com/charts/hot-100/1965-03-06	1965-03-06	88	For MamaJerry Vale	1		88	1	1965
8410	The Left Banke	38.0	The Left Banke	spotify:artist:382aCtCMEd2Rg2DmcU9xw9	baroque pop	False	51.0	Walk Away Renee	164.813	spotify:track:6utiXjyN4dWoMNEZa2skxn	http://www.billboard.com/charts/hot-100/1966-09-10	1966-09-10	69	Walk Away ReneeThe Left Banke	1		69	1	1966
8412	The Metros	8.0	Black Randy & The Metrosquad	spotify:artist:0k5Ov456cOnNFKy6APFCGC	early us punk	False	2.0	Sweetest One	136.306	spotify:track:3qf40dVHsTi3XWmThoCMom	http://www.billboard.com/charts/hot-100/1967-01-14	1967-01-14	96	Sweetest OneThe Metros	1		96	1	1967
8413	Spirit	64.0	Spiritual Frequencies	spotify:artist:5gUJK8QwnYlsLRnxepd7A5		False	34.0	I Got A Line On You	166.76	spotify:track:7mc1UtdrlJ9nHKxOXL3lBv	http://www.billboard.com/charts/hot-100/1969-01-18	1969-01-18	74	I Got A Line On YouSpirit	1		74	1	1969
8417	Jeannie C. Riley	40.0	Jeannie C. Riley	spotify:artist:3MIwMeYV8vmgQFbbRiJTp2	classic country pop	False	50.0	Harper Valley P.T.A.	194.4	spotify:track:2sZIclzhHlH8tzf7wry9hK	http://www.billboard.com/charts/hot-100/1968-08-24	1968-08-24	81	Harper Valley P.T.A.Jeannie C. Riley	1		81	1	1968
8418	Roy Head	34.0	Royal Headache	spotify:artist:01Jsi7Q2a1GdLvNShahaj1	australian garage punk	False	9.0	Just A Little Bit	104.826	spotify:track:6jp0GFM2KTavypk4Sd5nZ5	http://www.billboard.com/charts/hot-100/1965-10-30	1965-10-30	82	Just A Little BitRoy Head	1		82	1	1965
8420	Donnie Elbert	35.0	Donnie Elbert	spotify:artist:2uA0g2bLN2rIGZDkx671Ig	classic soul	False	4.0	Sweet Baby	154.958	spotify:track:1qAi5biM1gCAW5w0eMwjqY	http://www.billboard.com/charts/hot-100/1972-01-22	1972-01-22	96	Sweet BabyDonnie Elbert	1		96	1	1972
8421	Goose Creek Symphony	22.0	Goose Creek Symphony	spotify:artist:70jJ6lRcZAXn0cnfR3GLpL	cosmic american	False	29.0	(Oh Lord Won't You Buy Me A) Mercedes Benz	196.333	spotify:track:2uHWLH7bnYPlWSWe6AfHiO	http://www.billboard.com/charts/hot-100/1972-01-29	1972-01-29	96	(Oh Lord Won't You Buy Me A) Mercedes BenzGoose Creek Symphony	1		96	1	1972
8422	Valerie Simpson	29.0	Valerie Simpson	spotify:artist:7Lc8gVjpJFGo4xMHE0Ax7r	motown	False	35.0	Silly Wasn't I	129.626	spotify:track:1r0IUucGcijDB48bXk4Z7p	http://www.billboard.com/charts/hot-100/1972-12-09	1972-12-09	96	Silly Wasn't IValerie Simpson	1		96	1	1972
8423	Baltimora	57.0	Baltimora	spotify:artist:6czfQ8MjHVmvJKA4LAnviG	italian disco	False	27.0	Living In The Background	369.146	spotify:track:4MFUR4ugPakVrAv0ewZOAz	http://www.billboard.com/charts/hot-100/1986-04-12	1986-04-12	91	Living In The BackgroundBaltimora	1		91	1	1986
8424	J. Blackfoot	28.0	J. Blackfoot	spotify:artist:6QiSpmkvVxkrB0Prr35zko	southern soul	False	29.0	Taxi	302.866	spotify:track:3w1T8UpNXxpiJAmx1D8rdN	http://www.billboard.com/charts/hot-100/1984-03-03	1984-03-03	95	TaxiJ. Blackfoot	1		95	1	1984
8425	Flex	66.0	Fenix Flexin	spotify:artist:63GIj2yhFvX1Bzphb9JgVb	cali rap	False	61.0	Te Quiero	198.946	spotify:track:0yrvmIafnxkkMCMAIaDgiQ	http://www.billboard.com/charts/hot-100/2008-03-08	2008-03-08	99	Te QuieroFlex	1		99	1	2008
8426	Rockpile	30.0	Rockpile	spotify:artist:4eBRIkqBA2GyYKzLvXD9a4	power pop	False	30.0	Teacher Teacher	154.226	spotify:track:4Vb8fzZfCOI351qz1g0ExT	http://www.billboard.com/charts/hot-100/1980-11-22	1980-11-22	84	Teacher TeacherRockpile	1		84	1	1980
8427	Travis & Bob	5.0	Travis & Bob	spotify:artist:42s2jsRhlTFXFmzni2s0S0	deep adult standards	False	13.0	Tell Him No	131.12	spotify:track:1Fjn0esWJFneKL73wJqgj8	http://www.billboard.com/charts/hot-100/1959-03-21	1959-03-21	85	Tell Him NoTravis & Bob	1		85	1	1959
8428	Patti Drew	38.0	Patti Drew	spotify:artist:6CADfReW3qshQNGQ4yPf6c	rhythm and blues	False	50.0	Tell Him	151.453	spotify:track:0VZtkNntW57HvblvTBlABe	http://www.billboard.com/charts/hot-100/1967-08-26	1967-08-26	91	Tell HimPatti Drew	1		91	1	1967
