Performer,Artist_Popularity_x,Performer2,uri_x,Genre,url,WeekID,Week Position,Song_x,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Explicit,Artist_Popularity_y,Song_y,Duration ms,uri_y,Year
Lawrence Welk,37.0,Lawrence Welk,spotify:artist:2GMH35k5oLCjzYpn5HbaD8,"['adult standards', 'easy listening', 'lounge', 'polka']",http://www.billboard.com/charts/hot-100/1962-12-08,1962-12-08,98,Zero-Zero,Zero-ZeroLawrence Welk,1,,98,1,False,2.0,Zero-Zero,121330.0,spotify:track:5SUpO1bYMqXn2sjZiFXFI9,1962
Lou Monte,46.0,Lou Monte,spotify:artist:7dbKeVkihtOifdiu7f3rUg,['novelty'],http://www.billboard.com/charts/hot-100/1962-12-08,1962-12-08,72,Pepino The Italian Mouse,Pepino The Italian MouseLou Monte,1,,72,1,False,27.0,"Pepino, the Italian Mouse",161320.0,spotify:track:4YZzhEfuPRYSAYXLWR2tWH,1962
Dionne Warwick,62.0,Dionne Warwick,spotify:artist:2JSjCHK79gdaiPWdKiNUNp,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock']",http://www.billboard.com/charts/hot-100/1962-12-08,1962-12-08,78,Don't Make Me Over,Don't Make Me OverDionne Warwick,1,,78,1,False,16.0,Here I Am,179533.0,spotify:track:53QdLR7B8sP1O4AUvHEjdF,1962
Pete Antell,10.0,Pete Antell,spotify:artist:6jHFTtNDHOLazoc167xQMx,[],http://www.billboard.com/charts/hot-100/1962-12-08,1962-12-08,100,Night Time,Night TimePete Antell,1,,100,1,False,3.0,Night Time,134533.0,spotify:track:5Vx3vPFnLjwW4yD6ReZPMv,1962
Vince Guaraldi Trio,71.0,Vince Guaraldi Trio,spotify:artist:4ytkhMSAnrDP8XzRNlw9FS,"['adult standards', 'jazz trio']",http://www.billboard.com/charts/hot-100/1962-12-08,1962-12-08,94,Cast Your Fate To The Wind,Cast Your Fate To The WindVince Guaraldi Trio,1,,94,1,False,44.0,Cast Your Fate To The Wind,185866.0,spotify:track:2Uyv4IymecQUPjKchJKC3R,1962
Flatt & Scruggs,40.0,Flatt & Scruggs,spotify:artist:1iNNWK8bYjc5EK0waLk1J1,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'old-time', 'progressive bluegrass', 'traditional country']",http://www.billboard.com/charts/hot-100/1962-12-08,1962-12-08,84,The Ballad Of Jed Clampett,The Ballad Of Jed ClampettFlatt & Scruggs,1,,84,1,False,47.0,Foggy Mountain Breakdown,140413.0,spotify:track:29qFlNOssruDfoEN8vN2Uu,1962
Lonnie Russ,16.0,Lonnie Russ,spotify:artist:2aM7izVFCeKxS9MvpOGUt1,[],http://www.billboard.com/charts/hot-100/1962-12-08,1962-12-08,81,My Wife Can't Cook,My Wife Can't CookLonnie Russ,1,,81,1,False,7.0,My Wife Can't Cook,157786.0,spotify:track:4Yf3h0Rq1z8gY6MLP4Xe9U,1962
Bobby Goldsboro,49.0,Bobby Goldsboro,spotify:artist:5gPEo032lzARtzuVqJIm9o,"['adult standards', 'bubblegum pop', 'easy listening', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",http://www.billboard.com/charts/hot-100/1962-12-22,1962-12-22,96,Molly,MollyBobby Goldsboro,1,,96,1,False,12.0,Blue Autumn,185138.0,spotify:track:1Vp8fFUPiBLc6LuSemiahz,1962
The Dells,41.0,The Dells,spotify:artist:0wbrRIw2po5DV4LeaHw55S,"['chicago soul', 'classic soul', 'funk', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",http://www.billboard.com/charts/hot-100/1962-12-22,1962-12-22,99,The (Bossa Nova) Bird,The (Bossa Nova) BirdThe Dells,1,,99,1,False,37.0,The Love We Had (Stays On My Mind),290480.0,spotify:track:5KrmHRzG3clUKzMhASBw0t,1962
Johnny Thunder,38.0,Johnny Thunders,spotify:artist:421A23lYymEUE6SozCfWbr,"['glam punk', 'glam rock', 'instrumental surf', 'protopunk', 'pub rock', 'punk', 'punk blues']",http://www.billboard.com/charts/hot-100/1962-12-22,1962-12-22,80,Loop De Loop,Loop De LoopJohnny Thunder,1,,80,1,False,13.0,Loop De Loop,141960.0,spotify:track:12KirOpUDcCAjySIfqxSng,1962
Mahalia Jackson,47.0,Mahalia Jackson,spotify:artist:6QBUIuGCAJSAtefEY1EEdB,"['gospel', 'spirituals']",http://www.billboard.com/charts/hot-100/1962-12-29,1962-12-29,99,"Silent Night, Holy Night","Silent Night, Holy NightMahalia Jackson",1,,99,1,False,43.0,"Silent Night, Holy Night",302800.0,spotify:track:0Sn8vim5lTr9xPeC1hqBrD,1962
Ned Miller,35.0,Ned Miller,spotify:artist:59zvXMeM3koefoJWQhBki6,"['classic australian country', 'nashville sound']",http://www.billboard.com/charts/hot-100/1962-12-29,1962-12-29,83,From A Jack To A King,From A Jack To A KingNed Miller,1,,83,1,False,1.0,Do What You Do Do Well,147122.0,spotify:track:4utXVBnOQZPssEvjyNkndK,1962
Marion Worth,29.0,Marion Worth,spotify:artist:0CUtS1azBsVCvaRqg31AYc,[],http://www.billboard.com/charts/hot-100/1962-12-29,1962-12-29,90,Shake Me I Rattle (Squeeze Me I Cry),Shake Me I Rattle (Squeeze Me I Cry)Marion Worth,1,,90,1,False,2.0,Shake Me I Rattle (Squeeze Me I Cry),193306.0,spotify:track:4eopCNWd28woTQ2Fga52CF,1962
The Toy Dolls,42.0,The Toy Dolls,spotify:artist:747P2pvOwW22iRcFS9zQDv,[],http://www.billboard.com/charts/hot-100/1962-12-29,1962-12-29,89,Little Tin Soldier,Little Tin SoldierThe Toy Dolls,1,,89,1,False,0.0,Little Tin Soldier,132746.0,spotify:track:0IxLULmLG5EOhAModzmXAh,1962
The Pastel Six,7.0,The Pastel Six,spotify:artist:22LYijsvdEmMGsNIBObsg2,['surf music'],http://www.billboard.com/charts/hot-100/1962-12-29,1962-12-29,79,The Cinnamon Cinder (It's A Very Nice Dance),The Cinnamon Cinder (It's A Very Nice Dance)The Pastel Six,1,,79,1,False,2.0,The Cinnamon Cinder (It's a Very Nice Dance),119440.0,spotify:track:3hZKRlcmuLZe0SFLGouPGM,1962
Don Covay,28.0,Don Covay,spotify:artist:3SC1GczHVpsiorx1KFaa4S,"['classic soul', 'rhythm and blues', 'soul', 'southern soul']",http://www.billboard.com/charts/hot-100/1962-12-29,1962-12-29,100,The Popeye Waddle,The Popeye WaddleDon Covay,1,,100,1,False,25.0,I Was Checkin' Out She Was Checkin' In,262733.0,spotify:track:36niT2HXP2YHegRFJefwzR,1962
Lou Christie,34.0,Lou Christie,spotify:artist:5bLcI9Jo6RyrrHzG9veVyn,"['bubblegum pop', 'merseybeat', 'rock-and-roll']",http://www.billboard.com/charts/hot-100/1963-01-05,1963-01-05,91,The Gypsy Cried,The Gypsy CriedLou Christie,1,,91,1,False,1.0,Big Time,124493.0,spotify:track:3RmCMsQqyCf1eHkZY2XLhO,1963
The Rooftop Singers,28.0,The Rooftop Singers,spotify:artist:6Gb08eT3LlkGynDscl9vbz,['american folk revival'],http://www.billboard.com/charts/hot-100/1963-01-05,1963-01-05,71,Walk Right In,Walk Right InThe Rooftop Singers,1,,71,1,False,15.0,Mama Don't Allow,161640.0,spotify:track:4biXHBMoLHA2dHvyxuIkcq,1963
Jan Bradley,19.0,Jan Bradley,spotify:artist:4tPAbp9qF8nR9becfJGQCZ,['chicago soul'],http://www.billboard.com/charts/hot-100/1963-01-05,1963-01-05,98,Mama Didn't Lie,Mama Didn't LieJan Bradley,1,,98,1,False,32.0,Mama Didn't Lie,124866.0,spotify:track:32jTKWSBvO4A6dK0INCgdC,1963
Dobie Gray,52.0,Dobie Gray,spotify:artist:3mC1KCuZZSOlN8Z0M56VsV,['northern soul'],http://www.billboard.com/charts/hot-100/1963-01-12,1963-01-12,91,Look At Me,Look At MeDobie Gray,1,,91,1,False,66.0,Drift Away - Single Version,237466.0,spotify:track:6hJhVBOnkchxBsDHbLOBJP,1963
The Moments,37.0,The Moments,spotify:artist:6avGAzQTmqu8mfSmZrN7gT,"['classic soul', 'disco', 'funk', 'quiet storm', 'soul', 'souldies']",http://www.billboard.com/charts/hot-100/1963-01-12,1963-01-12,100,Walk Right In,Walk Right InThe Moments,1,,100,1,False,12.0,All I Have,231133.0,spotify:track:6szyOE3tMWE8jIukMNK8lY,1963
The Cascades,51.0,The Cascades,spotify:artist:6qF0CJP412Gd50Rn1sFg2o,"['adult standards', 'brill building pop', 'doo-wop', 'rock-and-roll']",http://www.billboard.com/charts/hot-100/1963-01-12,1963-01-12,80,Rhythm Of The Rain,Rhythm Of The RainThe Cascades,1,,80,1,False,64.0,Rhythm of the Rain,146360.0,spotify:track:7GHf8dQ2wA71wYOuRsQCZP,1963
Charlie Byrd,48.0,Charlie Byrd,spotify:artist:0i5yrKtlP4URcRBXQQwnik,"['bossa nova', 'jazz guitar']",http://www.billboard.com/charts/hot-100/1963-01-26,1963-01-26,100,Meditation (Meditacao),Meditation (Meditacao)Charlie Byrd,1,,100,1,False,3.0,Meditação (Meditation),192093.0,spotify:track:66DAA23l2FGxEZlV5ETYzs,1963
Ruby And The Romantics,28.0,Ruby And The Romantics,spotify:artist:7y0ngZzIllkP8ZOqgTKQFc,['rhythm and blues'],http://www.billboard.com/charts/hot-100/1963-02-09,1963-02-09,79,Our Day Will Come,Our Day Will ComeRuby And The Romantics,1,,79,1,False,7.0,Baby Come Home,142906.0,spotify:track:4jPdrkQyXbGj3WEAnw4UVT,1963
Rufus Thomas,41.0,Rufus Thomas,spotify:artist:3iRSHS3b4NUdjNbnw3Opg8,"['classic soul', 'funk', 'memphis blues', 'memphis soul', 'soul', 'southern soul']",http://www.billboard.com/charts/hot-100/1963-02-09,1963-02-09,98,The Dog,The DogRufus Thomas,1,,98,1,False,10.0,Jump Back,141239.0,spotify:track:2LzcpixYEhVKvoQq7wNbCs,1963
Johnny Cymbal,25.0,Johnny Cymbal,spotify:artist:2lxV0uK5as9Fi6hFlW1Cgh,['brill building pop'],http://www.billboard.com/charts/hot-100/1963-02-16,1963-02-16,99,Mr. Bass Man,Mr. Bass ManJohnny Cymbal,1,,99,1,False,34.0,Mr Bass Man,162000.0,spotify:track:0zyMeWLxG0HicR2QKaD5yQ,1963
Cannonball Adderley,58.0,Cannonball Adderley,spotify:artist:5v74mT11KGJqadf9sLw4dA,"['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz blues', 'jazz fusion', 'vocal jazz']",http://www.billboard.com/charts/hot-100/1963-02-16,1963-02-16,98,The Jive Samba,The Jive SambaCannonball Adderley,1,,98,1,False,53.0,"Mercy, Mercy, Mercy",313200.0,spotify:track:6NF8MZ2trxckVBr82pyyPt,1963
Jackie DeShannon,46.0,Jackie DeShannon,spotify:artist:0iVed2Qu7dmL0pIYCj1Xw8,"['brill building pop', 'bubblegum pop', 'merseybeat']",http://www.billboard.com/charts/hot-100/1963-02-23,1963-02-23,98,Faded Love,Faded LoveJackie DeShannon,1,,98,1,False,0.0,You Keep Me Hangin' On / Hurt So Bad - Medley,236853.0,spotify:track:1frVTKhPae5iaZfjTbPPHd,1963
Jimmy Holiday,7.0,Jimmy Holiday,spotify:artist:6gOZp4VmgZVkbvEjIwzsTJ,['deep southern soul'],http://www.billboard.com/charts/hot-100/1963-03-16,1963-03-16,94,How Can I Forget,How Can I ForgetJimmy Holiday,1,,94,1,False,8.0,How Can I Forget,160133.0,spotify:track:6msWzWBvm8vqySnPtgbdR2,1963
James Gilreath,5.0,James Gilreath,spotify:artist:4bIyrIaZF9xTRNmaTTndPu,[],http://www.billboard.com/charts/hot-100/1963-03-23,1963-03-23,99,Little Band Of Gold,Little Band Of GoldJames Gilreath,1,,99,1,False,16.0,Little Band Of Gold,142829.0,spotify:track:2nbjeVm12uDzSlG3Nywqsc,1963
Little Peggy March,23.0,Little Peggy March,spotify:artist:09vvlnqwFaimZwGAvpXgqy,[],http://www.billboard.com/charts/hot-100/1963-03-23,1963-03-23,90,I Will Follow Him,I Will Follow HimLittle Peggy March,1,,90,1,False,22.0,I Will Follow Him (Chariot),147400.0,spotify:track:7dFKoNC2k5qgbXrbcMCHQ0,1963
The Rocky Fellers,6.0,The Rocky Fellers,spotify:artist:0kAHBQ5DaRNcNWrWkNdqeF,[],http://www.billboard.com/charts/hot-100/1963-03-23,1963-03-23,84,Killer Joe,Killer JoeThe Rocky Fellers,1,,84,1,False,0.0,Like The Big Guys Do,135720.0,spotify:track:38IQNhwvuu38mhVKQCZf1G,1963
Baby Washington,29.0,Baby Washington,spotify:artist:29afta7TiMlvY1fkgaFJcH,"['beach music', 'classic soul', 'rhythm and blues', 'southern soul']",http://www.billboard.com/charts/hot-100/1963-03-23,1963-03-23,94,That's How Heartaches Are Made,That's How Heartaches Are MadeBaby Washington,1,,94,1,False,4.0,Only Those In Love,168800.0,spotify:track:475yfAikvSAt5sQrDFkNGH,1963
The Rip Chords,21.0,The Rip Chords,spotify:artist:0WnxcAN2X6IKcdaZpi5X1K,['surf music'],http://www.billboard.com/charts/hot-100/1963-03-30,1963-03-30,76,Here I Stand,Here I StandThe Rip Chords,1,,76,1,False,18.0,Three Window Coupe,119066.0,spotify:track:0Q01jmXxG9gEZi6qSdX7Ss,1963
Darlene Love,70.0,Darlene Love,spotify:artist:391oLRVmoTkumiN79HkTWu,['adult standards'],http://www.billboard.com/charts/hot-100/1963-04-06,1963-04-06,100,(Today I Met) The Boy I'm Gonna Marry,(Today I Met) The Boy I'm Gonna MarryDarlene Love,1,,100,1,False,19.0,Wait Til' My Bobby Gets Home,145066.0,spotify:track:5EloqxgwnAz27s8EQLFfb6,1963
Kenny Chandler,0.0,Kenny Chandler,spotify:artist:6j0rGvvMZQWTQiaz5yRSrQ,[],http://www.billboard.com/charts/hot-100/1963-04-06,1963-04-06,90,Heart,HeartKenny Chandler,1,,90,1,False,5.0,Heart,167173.0,spotify:track:3oMyOytWFz0Ydd0GSfpdcW,1963
Theola Kilgore,5.0,Theola Kilgore,spotify:artist:4jm8xhmqyCBVgQxDhfgxmt,[],http://www.billboard.com/charts/hot-100/1963-04-20,1963-04-20,95,The Love Of My Man,The Love Of My ManTheola Kilgore,1,,95,1,False,14.0,The Love of My Man,197239.0,spotify:track:24HkOeTvVDvIsFLpqBYIrQ,1963
Ray Barretto,49.0,Ray Barretto,spotify:artist:2h4ndKS2vRWeFLpq8ARu0D,"['boogaloo', 'latin jazz', 'salsa', 'salsa international', 'tropical']",http://www.billboard.com/charts/hot-100/1963-04-27,1963-04-27,90,El Watusi,El WatusiRay Barretto,1,,90,1,False,52.0,El Watusi,160115.0,spotify:track:5jK21S6FXKQqjlK4vTBiMd,1963
The Raindrops,8.0,Diamond J and the Ruby Red Raindrops,spotify:artist:5VSI5hZsw51ZP48zfuULUn,[],http://www.billboard.com/charts/hot-100/1963-04-27,1963-04-27,86,What A Guy,What A GuyThe Raindrops,1,,86,1,False,17.0,The Kind of Boy You Can't Forget,128960.0,spotify:track:26j1AFFgKumXtOdcmZX3YF,1963
Barbara Lewis,44.0,Barbara Lewis,spotify:artist:2UocIcNiHj5n4tj1CnBzRq,"['classic soul', 'rhythm and blues', 'soul', 'southern soul']",http://www.billboard.com/charts/hot-100/1963-05-04,1963-05-04,80,Hello Stranger,Hello StrangerBarbara Lewis,1,,80,1,False,27.0,Make Me Belong to You,149920.0,spotify:track:1C1Ou0rEJwjpZZgdaQjf0y,1963
Wilson Pickett,60.0,Wilson Pickett,spotify:artist:0N5PyKJzS3M1XNlaCL7bbE,"['classic soul', 'funk', 'memphis soul', 'rock-and-roll', 'soul', 'southern soul']",http://www.billboard.com/charts/hot-100/1963-05-04,1963-05-04,90,If You Need Me,If You Need MeWilson Pickett,1,,90,1,False,48.0,Hey Joe,185680.0,spotify:track:6FixOciblTbUmV9pLiYw1s,1963
The Righteous Brothers,62.0,The Righteous Brothers,spotify:artist:4b0WsB47XCa9F83BmwQ7WX,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']",http://www.billboard.com/charts/hot-100/1963-05-11,1963-05-11,90,Little Latin Lupe Lu,Little Latin Lupe LuThe Righteous Brothers,1,,90,1,False,19.0,He Will Break Your Heart - Single Version,166293.0,spotify:track:0qlmIziH262eMI6L43l5lX,1963
Kyu Sakamoto,42.0,Kyu Sakamoto,spotify:artist:3WKkjW8B7x5UZmfC9pnDmN,"['anime score', 'enka']",http://www.billboard.com/charts/hot-100/1963-05-11,1963-05-11,79,Sukiyaki,SukiyakiKyu Sakamoto,1,,79,1,False,46.0,Sukiyaki,189520.0,spotify:track:6meIeOX3DHdaCnaNw67abE,1963
Lesley Gore,56.0,Lesley Gore,spotify:artist:08b2PA6eFyugsWAk41eQKZ,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group']",http://www.billboard.com/charts/hot-100/1963-05-11,1963-05-11,60,It's My Party,It's My PartyLesley Gore,1,,60,1,False,65.0,You Don't Own Me,150000.0,spotify:track:7ngRS53kqxLcEt9Pythc5d,1963
The Five Du-Tones,9.0,The Five Du-Tones,spotify:artist:1qDxvNPoEt0quatnm19u9i,['chicago soul'],http://www.billboard.com/charts/hot-100/1963-05-18,1963-05-18,90,Shake A Tail Feather,Shake A Tail FeatherThe Five Du-Tones,1,,90,1,False,17.0,Shake a Tail Feather,141800.0,spotify:track:4EkDqQ7EpCMCLAH3UUo1jE,1963
Otis Redding,72.0,Otis Redding,spotify:artist:60df5JBRRPcnSpsIMxxwQm,"['classic soul', 'memphis soul', 'soul', 'soul blues', 'southern soul']",http://www.billboard.com/charts/hot-100/1963-05-25,1963-05-25,91,These Arms Of Mine,These Arms Of MineOtis Redding,1,,91,1,False,54.0,Pain in My Heart,143600.0,spotify:track:2tT6mzIeQG2tAFIMTwR6DV,1963
The Tymes,36.0,The Tymes,spotify:artist:0a1BmEq1mZ5ufKMC2fsziR,"['doo-wop', 'philly soul', 'rhythm and blues']",http://www.billboard.com/charts/hot-100/1963-06-01,1963-06-01,86,So Much In Love,So Much In LoveThe Tymes,1,,86,1,False,1.0,The Magic Of Our Summer Love,130266.0,spotify:track:1S5ZByB4AaumR96wpHMRcV,1963
Count Basie,62.0,Count Basie,spotify:artist:2jFZlvIea42ZvcCw4OeEdA,"['adult standards', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'lounge', 'stride', 'swing', 'vocal jazz']",http://www.billboard.com/charts/hot-100/1963-06-01,1963-06-01,100,I Can't Stop Loving You,I Can't Stop Loving YouCount Basie,1,,100,1,False,16.0,I Can't Stop Loving You,274266.0,spotify:track:3rGZUTr7tBqpnN7YOXnpAp,1963
Percy Mayfield,34.0,Percy Mayfield,spotify:artist:4BfUHTiOoOcunsrw4mS2HU,"['jazz blues', 'rhythm and blues']",http://www.billboard.com/charts/hot-100/1963-06-01,1963-06-01,99,River's Invitation,River's InvitationPercy Mayfield,1,,99,1,False,3.0,The River's Invitation,172573.0,spotify:track:0YdyUFdhdcHxq7Nfw6prq3,1963
Lonnie Mack,36.0,Lonnie Mack,spotify:artist:52GxmJdAcByy1ZyPivpUns,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']",http://www.billboard.com/charts/hot-100/1963-06-08,1963-06-08,90,Memphis,MemphisLonnie Mack,1,,90,1,False,32.0,Wham!,132333.0,spotify:track:302CaFeYCMGRad4UvnRF8J,1963
Ronnie Carroll,8.0,Ronnie Carroll,spotify:artist:22WsdE2gbH75bDBfc3BpnB,[],http://www.billboard.com/charts/hot-100/1963-06-08,1963-06-08,99,Say Wonderful Things,Say Wonderful ThingsRonnie Carroll,1,,99,1,False,5.0,Say Wonderful Things To Me,160037.0,spotify:track:2039TuukTehudI3eDnIlfb,1963
Doris Troy,43.0,Doris Troy,spotify:artist:3jiBDfjnWIdLQEEOdKqZex,"['northern soul', 'southern soul']",http://www.billboard.com/charts/hot-100/1963-06-08,1963-06-08,100,Just One Look,Just One LookDoris Troy,1,,100,1,False,58.0,Just One Look,151906.0,spotify:track:154uJXAUVoqvV5on0w03a0,1963
The Essex,24.0,The Essex Green,spotify:artist:2hLQppESVnOV9ntMD3uA4G,"['elephant 6', 'twee pop']",http://www.billboard.com/charts/hot-100/1963-06-08,1963-06-08,81,Easier Said Than Done,Easier Said Than DoneThe Essex,1,,81,1,False,34.0,Easier Said Than Done,126040.0,spotify:track:2C5p7j2gw7Jr2VAZDiNP4u,1963
Randy & The Rainbows,31.0,Randy & The Rainbows,spotify:artist:2V0ryJRGIdudWKl27c806m,['doo-wop'],http://www.billboard.com/charts/hot-100/1963-06-15,1963-06-15,89,Denise,DeniseRandy & The Rainbows,1,,89,1,False,46.0,Denise,118413.0,spotify:track:2uyTuHLAB3unDK1vkjViH5,1963
The Glencoves,0.0,The Glencoves,spotify:artist:5JmwL9gUTOOKcR3S1uJIUP,[],http://www.billboard.com/charts/hot-100/1963-06-15,1963-06-15,100,Hootenanny,HootenannyThe Glencoves,1,,100,1,False,4.0,Hootenanny,129333.0,spotify:track:2rPcSFHVaiEkcFQzQZAO87,1963
The Classics,31.0,The Classics,spotify:artist:41GjsROze7dDh3Se1pfxBS,"['doo-wop', 'vocal harmony group']",http://www.billboard.com/charts/hot-100/1963-06-22,1963-06-22,78,Till Then,Till ThenThe Classics,1,,78,1,False,33.0,Till Then,137466.0,spotify:track:7AbbZSSJgLgKfG5EyXL5Rr,1963
The Surfaris,45.0,The Surfaris,spotify:artist:6gZVflqhSHhG3MjYrf1dOv,['surf music'],http://www.billboard.com/charts/hot-100/1963-06-22,1963-06-22,86,Wipe Out,Wipe OutThe Surfaris,1,,86,1,False,53.0,Wipe Out - Hit Version / Extended Ending,157760.0,spotify:track:4anUinKv803lyDD1vaSXhU,1963
The Four Pennies,18.0,The Four Pennies,spotify:artist:37s6Z7SRJ8U3URr6hocF8m,"['british invasion', 'merseybeat']",http://www.billboard.com/charts/hot-100/1963-06-22,1963-06-22,97,My Block,My BlockThe Four Pennies,1,,97,1,False,3.0,My Block,161466.0,spotify:track:6eESmZIEy6BWDBLgzidjtu,1963
Roy Clark,38.0,Roy Clark,spotify:artist:6iOpZ3mUTWOjjER4mGcZmS,"['classic country pop', 'oklahoma country']",http://www.billboard.com/charts/hot-100/1963-06-29,1963-06-29,77,Tips Of My Fingers,Tips Of My FingersRoy Clark,1,,77,1,False,11.0,Somewhere Between Love And Tomorrow,205933.0,spotify:track:4Bicwz8snG3MiPGd1D8dil,1963
Mel Carter,41.0,Mel Carter,spotify:artist:3CgsVtt7tP8iduzkTCfel9,['doo-wop'],http://www.billboard.com/charts/hot-100/1963-07-06,1963-07-06,84,When A Boy Falls In Love,When A Boy Falls In LoveMel Carter,1,,84,1,False,21.0,(All Of A Sudden) My Heart Sings,164066.0,spotify:track:6x5BiQwNlbtisITsEHa8Eu,1963
Kim Weston,47.0,Kim Weston,spotify:artist:71pUA2TXf3JHUPUgsjLtuL,"['motown', 'northern soul']",http://www.billboard.com/charts/hot-100/1963-07-06,1963-07-06,98,Love Me All The Way,Love Me All The WayKim Weston,1,,98,1,False,31.0,Take Me In Your Arms (Rock Me A Little While) - Single Version,170493.0,spotify:track:1BLb9uIQ6MYsFVBU0lAQuK,1963
Al Casey,10.0,Casey Allen,spotify:artist:4NIyAekMiAnFnd0t4VXtaL,[],http://www.billboard.com/charts/hot-100/1963-07-13,1963-07-13,97,Surfin' Hootenanny,Surfin' HootenannyAl Casey,1,,97,1,False,1.0,Surfin' Hootenanny,131506.0,spotify:track:2g5PFYiMnXFxT1zHavYP0D,1963
Major Lance,38.0,Major Lance,spotify:artist:7onp6ew3LGoQImTt1I78gt,"['beach music', 'chicago soul', 'classic soul', 'northern soul', 'rhythm and blues', 'soul']",http://www.billboard.com/charts/hot-100/1963-07-13,1963-07-13,90,The Monkey Time,The Monkey TimeMajor Lance,1,,90,1,False,1.0,Come See,140040.0,spotify:track:4o5P5wcSaOcaBqf41ygmP9,1963
Billy Abbott And The Jewels,1.0,Billy Abbott And The Jewels,spotify:artist:6RUNziyND3H4wQTD3lvbKb,[],http://www.billboard.com/charts/hot-100/1963-07-20,1963-07-20,91,Groovy Baby,Groovy BabyBilly Abbott And The Jewels,1,,91,1,False,4.0,Groovy Baby,135066.0,spotify:track:1hxZhZlC2jCuADQW6i32zl,1963
The Astronauts,40.0,Their Dogs Were Astronauts,spotify:artist:4Z9zaQ8l8EbHdZPwaP691h,"['djent', 'instrumental djent', 'instrumental progressive metal', 'thall']",http://www.billboard.com/charts/hot-100/1963-07-27,1963-07-27,94,Baja,BajaThe Astronauts,1,,94,1,False,22.0,Baja,146146.0,spotify:track:6IzatacJcPxK6rUY21eYMA,1963
Trini Lopez,41.0,Trini Lopez,spotify:artist:5FlTKgucbhHvlJVf0pnvOv,"['adult standards', 'bubblegum pop', 'rock-and-roll']",http://www.billboard.com/charts/hot-100/1963-07-27,1963-07-27,76,If I Had A Hammer,If I Had A HammerTrini Lopez,1,,76,1,False,3.0,Sad Tomorrows,173626.0,spotify:track:273OizWfK8czlD1ux5QC3H,1963
Allan Sherman,31.0,Allan Sherman,spotify:artist:1enLi8njBlk1YlDg44MtJm,['comic'],http://www.billboard.com/charts/hot-100/1963-08-03,1963-08-03,45,"Hello Mudduh, Hello Fadduh! (A Letter From Camp)","Hello Mudduh, Hello Fadduh! (A Letter From Camp)Allan Sherman",1,,45,1,False,5.0,The Drinking Man's Diet,161933.0,spotify:track:4BZo9zSqVl55H3zEuQKbkc,1963
Johnny Caswell,4.0,Johnny Caswell,spotify:artist:5K3olUPdZjhVOUHV2HqmUQ,['deep northern soul'],http://www.billboard.com/charts/hot-100/1963-08-03,1963-08-03,97,At The Shore,At The ShoreJohnny Caswell,1,,97,1,False,0.0,At the Shore,137986.0,spotify:track:1IzQfNfbskbiT1sgKLbnA1,1963
Cliff Richard,63.0,Cliff Richard,spotify:artist:2nvKpWcP8etYTq4JrRiUiy,"['adult standards', 'classic uk pop', 'europop', 'mellow gold', 'new wave pop', 'rock-and-roll', 'soft rock']",http://www.billboard.com/charts/hot-100/1963-08-03,1963-08-03,95,Lucky Lips,Lucky LipsCliff Richard,1,,95,1,False,14.0,Never Say Die (Give a Little Bit More) - 2002 Remaster,222200.0,spotify:track:1AmrdnYmIVhR7X0jBaz6Bw,1963
Jack Nitzsche,30.0,Jack Nitzsche,spotify:artist:2GVyv9OLNp6cmxfUDbGrXM,['surf music'],http://www.billboard.com/charts/hot-100/1963-08-10,1963-08-10,96,The Lonely Surfer,The Lonely SurferJack Nitzsche,1,,96,1,False,31.0,The Lonely Surfer,155600.0,spotify:track:0CxWbbbU0PB7ccm6CgHnrf,1963
Little Johnny Taylor,19.0,Little Johnny Taylor,spotify:artist:3amz8sGYUMDNb2wxf4PaTj,['soul blues'],http://www.billboard.com/charts/hot-100/1963-08-17,1963-08-17,86,Part Time Love,Part Time LoveLittle Johnny Taylor,1,,86,1,False,7.0,Everybody Knows About My Good Thing Pt. 1,197532.0,spotify:track:43dS3xyAqjok1A2mfb2FJ3,1963
King Curtis,46.0,King Curtis,spotify:artist:0WxOgeRxUt0MwPrI7A5atQ,"['funk', 'jazz blues', 'jazz saxophone', 'soul']",http://www.billboard.com/charts/hot-100/1963-08-24,1963-08-24,100,Do The Monkey,Do The MonkeyKing Curtis,1,,100,1,False,9.0,Spanish Harlem,166426.0,spotify:track:0NHtbgj4l2RDAYIFLJyVnc,1963
