Performer,Artist_Popularity_x,Performer2,uri_x,Genre,url,WeekID,Week Position,Song_x,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Explicit,Artist_Popularity_y,Song_y,Duration ms,uri_y,Year
Nancy Wilson,59.0,Nancy Wilson,spotify:artist:2JfVCMa3FlvQRlLT5uH9zb,"['adult standards', 'lounge', 'vocal jazz']",http://www.billboard.com/charts/hot-100/1963-08-24,1963-08-24,98,Tell Me The Truth,Tell Me The TruthNancy Wilson,1,,98,1,False,3.0,Peace Of Mind - Digitally Remastered 2000,160106.0,spotify:track:217TWF5jp26a93UCssbya5,1963
The Ronettes,72.0,The Ronettes,spotify:artist:7CyeXFnOrfC1N6z4naIpgo,"['adult standards', 'brill building pop', 'classic girl group', 'soul']",http://www.billboard.com/charts/hot-100/1963-08-31,1963-08-31,90,Be My Baby,Be My BabyThe Ronettes,1,,90,1,False,36.0,Do I Love You?,176146.0,spotify:track:2WnqwGtx6qbD3HFpj4NeJy,1963
The Jaynetts,19.0,The Jaynetts,spotify:artist:0AIj40Eh5327K0Ywz7upNG,['classic girl group'],http://www.billboard.com/charts/hot-100/1963-08-31,1963-08-31,63,"Sally, Go 'round The Roses","Sally, Go 'round The RosesThe Jaynetts",1,,63,1,False,33.0,Sally Go Round The Roses,195400.0,spotify:track:31s2mbxcx4LX1EtZg1fUvA,1963
Sunny & The Sunglows,24.0,Sunny & The Sunglows,spotify:artist:0s4lAMIrmAdSrf8TPfU13O,[],http://www.billboard.com/charts/hot-100/1963-09-07,1963-09-07,80,Talk To Me,Talk To MeSunny & The Sunglows,1,,80,1,False,36.0,Talk To Me,164600.0,spotify:track:1nltT2YKKlDxaZmBOS28pN,1963
Jimmy Durante,49.0,Jimmy Durante,spotify:artist:5FNHfTn3yzVpqdUyWwej0v,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",http://www.billboard.com/charts/hot-100/1963-09-07,1963-09-07,95,September Song,September SongJimmy Durante,1,,95,1,False,24.0,"September Song (From the 1938 Musical Play ""Knickerboker Holiday"")",189800.0,spotify:track:1h5qxFrlCMsH9JXj6hiYRi,1963
The O'Jays,60.0,The O'Jays,spotify:artist:38h03gA85YYPeDPd9ER9rT,"['classic soul', 'disco', 'funk', 'philly soul', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",http://www.billboard.com/charts/hot-100/1963-09-14,1963-09-14,96,Lonely Drifter,Lonely DrifterThe O'Jays,1,,96,1,False,51.0,Forever Mine,366226.0,spotify:track:2X4H5K1aT6d7UyPWVfJWmF,1963
Keith Colley,2.0,Keith Colley,spotify:artist:2owAqJG3UT1Qel0oW0ote7,[],http://www.billboard.com/charts/hot-100/1963-09-14,1963-09-14,84,Enamorado,EnamoradoKeith Colley,1,,84,1,False,3.0,Enamorado,117160.0,spotify:track:2Q20X4fKdfYZxMbrqiO1S1,1963
Betty Harris,30.0,Betty Harris,spotify:artist:5uwRBFpU9SQ9s2Us0nlXkk,"['classic soul', 'new orleans soul', 'rhythm and blues', 'soul', 'southern soul']",http://www.billboard.com/charts/hot-100/1963-09-21,1963-09-21,92,Cry To Me,Cry To MeBetty Harris,1,,92,1,False,10.0,Cry to Me,196586.0,spotify:track:3EppYZZJ7yuyRZibNAYBed,1963
Los Indios Tabajaras,45.0,Los Indios Tabajaras,spotify:artist:1TKifb1r4wnGbY5CYIwjGb,['easy listening'],http://www.billboard.com/charts/hot-100/1963-09-21,1963-09-21,99,Maria Elena,Maria ElenaLos Indios Tabajaras,1,,99,1,False,48.0,Maria Elena,187866.0,spotify:track:3ygHAK1w3qP4wp83KXUiiu,1963
Joe Perkins,1.0,Joe Perkins,spotify:artist:1sFbpu494RLEGW1JYTSamq,[],http://www.billboard.com/charts/hot-100/1963-09-28,1963-09-28,97,Little Eeefin Annie,Little Eeefin AnnieJoe Perkins,1,,97,1,False,6.0,Little Eeefin Annie,129222.0,spotify:track:4YsVIMxU1n4ZKl6u1nC6cg,1963
Dale & Grace,22.0,Dale & Grace,spotify:artist:4pm3g02BZ11lBvSCuomYaW,"['brill building pop', 'swamp pop']",http://www.billboard.com/charts/hot-100/1963-10-05,1963-10-05,89,I'm Leaving It Up To You,I'm Leaving It Up To YouDale & Grace,1,,89,1,False,14.0,Stop and Think It Over,155013.0,spotify:track:2stpBzukWP5LxmqEY2k5vO,1963
Barry & The Tamerlanes,16.0,Barry & The Tamerlanes,spotify:artist:4HsPtZ8Dw4Cl9lGXpEsWA9,[],http://www.billboard.com/charts/hot-100/1963-10-19,1963-10-19,83,I Wonder What She's Doing Tonight,I Wonder What She's Doing TonightBarry & The Tamerlanes,1,,83,1,False,22.0,I Wonder What She's Doing Tonight,111720.0,spotify:track:1URixdT65DuE1s7nezaTom,1963
The Caravelles,28.0,The Caravelles,spotify:artist:7uZF0rHNG0DlPOd1gd7Tiv,['brill building pop'],http://www.billboard.com/charts/hot-100/1963-11-02,1963-11-02,84,You Don't Have To Be A Baby To Cry,You Don't Have To Be A Baby To CryThe Caravelles,1,,84,1,False,7.0,Have You Ever Been Lonely (Have You Ever Been Blue),107826.0,spotify:track:21VxoynyT854WQSMCNyOOS,1963
The Dynamics,45.0,The Dynamics,spotify:artist:1mYvu9huHeR7ho3iGAgCsn,"['electronica', 'funk', 'nu jazz']",http://www.billboard.com/charts/hot-100/1963-11-02,1963-11-02,92,Misery,MiseryThe Dynamics,1,,92,1,False,10.0,Ice Cream Song - Single Version,198333.0,spotify:track:0OxHWA10FOs5fD5M7bQ9qk,1963
Robin Ward,17.0,Robin Ward,spotify:artist:4X5sDGyZvekLEEbM1bm7GD,[],http://www.billboard.com/charts/hot-100/1963-11-02,1963-11-02,66,Wonderful Summer,Wonderful SummerRobin Ward,1,,66,1,False,30.0,Wonderful Summer,148926.0,spotify:track:7nSyzFpoLZUds8P6387E3Y,1963
Joey Powers,6.0,Joey Powers,spotify:artist:34zudYAaTtp0ulMMSpdcrc,['deep adult standards'],http://www.billboard.com/charts/hot-100/1963-11-09,1963-11-09,79,Midnight Mary,Midnight MaryJoey Powers,1,,79,1,False,18.0,Midnight Mary,143333.0,spotify:track:6XRkqwxyWLyEGIN8pnMqAi,1963
The Singing Nun (Soeur Sourire),29.0,The Singing Nun (Soeur Sourire),spotify:artist:6IXxyuP3QA8yla9rF1on6b,['belgian singer-songwriter'],http://www.billboard.com/charts/hot-100/1963-11-09,1963-11-09,64,Dominique,DominiqueThe Singing Nun (Soeur Sourire),1,,64,1,False,37.0,Dominique,174946.0,spotify:track:4ns69146GVKS3AwM922kTE,1963
Murry Kellum,4.0,Murry Kellum,spotify:artist:1cx6ptnYRvpA3mBlvKlDAL,[],http://www.billboard.com/charts/hot-100/1963-11-09,1963-11-09,99,Long Tall Texan,Long Tall TexanMurry Kellum,1,,99,1,False,7.0,Long Tall Texan,124640.0,spotify:track:4M6QTzDNkmUuz7nOSAehgo,1963
The Secrets,13.0,The Secrets That Kill Us,spotify:artist:71XiZi2gPH61zWuJtJhlcD,[],http://www.billboard.com/charts/hot-100/1963-11-09,1963-11-09,82,The Boy Next Door,The Boy Next DoorThe Secrets,1,,82,1,False,7.0,The Boy Next Door,123133.0,spotify:track:4DVSn9CXSXehYTkHXZl0Sy,1963
Shirley Ellis,35.0,Shirley Ellis,spotify:artist:4GO3ufZJ7YsEnQ3PiML2Dg,['northern soul'],http://www.billboard.com/charts/hot-100/1963-11-16,1963-11-16,88,The Nitty Gritty,The Nitty GrittyShirley Ellis,1,,88,1,False,34.0,The Nitty Gritty,137773.0,spotify:track:0RAJ08NoFTQoxf7OY96zit,1963
Betty Everett,47.0,Betty Everett,spotify:artist:53jXEVVJtpaWVQ3ffvhDtl,"['chicago soul', 'classic soul', 'rhythm and blues', 'soul', 'southern soul']",http://www.billboard.com/charts/hot-100/1963-11-23,1963-11-23,81,You're No Good,You're No GoodBetty Everett,1,,81,1,False,2.0,I Can't Say No To You,162626.0,spotify:track:78TdinDawX2yhF22cOSLkS,1963
Lena Horne,47.0,Lena Horne,spotify:artist:2I6nP70ltmOHi6xjJUXHMe,"['adult standards', 'contemporary vocal jazz', 'harlem renaissance', 'lounge', 'swing', 'torch song', 'vocal jazz']",http://www.billboard.com/charts/hot-100/1963-11-23,1963-11-23,95,Now!,Now!Lena Horne,1,,95,1,False,9.0,My Man's Gone Now,182733.0,spotify:track:10IorXgxHo6gDOUdKfI9eq,1963
The Charmettes,0.0,The Charmettes,spotify:artist:4mqahmRKzCIZ7yJdMEQvvp,[],http://www.billboard.com/charts/hot-100/1963-11-23,1963-11-23,100,Please Don't Kiss Me Again,Please Don't Kiss Me AgainThe Charmettes,1,,100,1,False,2.0,Please Don't Kiss Me Again,141133.0,spotify:track:77FQNCM6wHZc1XCwFOmnGZ,1963
The Murmaids,19.0,The Murmaids,spotify:artist:0ZVvRLbxQEcphvO7G8x3c8,['classic girl group'],http://www.billboard.com/charts/hot-100/1963-11-23,1963-11-23,80,Popsicles And Icicles,Popsicles And IciclesThe Murmaids,1,,80,1,False,35.0,Popsicles And Icicles,151400.0,spotify:track:2s45jzEVXjE0Y0Fu6CjG5u,1963
Johnnie Taylor,47.0,Johnnie Taylor,spotify:artist:4OGuNAnRFWZOgOA2d51taz,"['funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",http://www.billboard.com/charts/hot-100/1963-11-30,1963-11-30,98,"Baby, We've Got Love","Baby, We've Got LoveJohnnie Taylor",1,,98,1,False,5.0,Love Bones,245626.0,spotify:track:4QscbhPWgoercB4xv645QE,1963
The Trashmen,46.0,The Trashmen,spotify:artist:5QEA3sofVt5QckQA6QX2nN,"['classic garage rock', 'protopunk', 'surf music']",http://www.billboard.com/charts/hot-100/1963-12-07,1963-12-07,97,Surfin' Bird,Surfin' BirdThe Trashmen,1,,97,1,False,59.0,Surfin' Bird,137133.0,spotify:track:7EjyzZcbLxW7PaaLua9Ksb,1963
Brooks O'Dell,1.0,Brooks O'Dell,spotify:artist:4nbhncEOWMWSq1LErArwmP,['deep southern soul'],http://www.billboard.com/charts/hot-100/1963-12-14,1963-12-14,82,Watch Your Step,Watch Your StepBrooks O'Dell,1,,82,1,False,2.0,Watch Your Step,152773.0,spotify:track:54BnkUuJaiwdboFozwW6j2,1963
Jimmy Velvet,6.0,Jimmy Velvet,spotify:artist:67WqvGaFBKDUjucrKjAaFA,[],http://www.billboard.com/charts/hot-100/1963-12-14,1963-12-14,88,We Belong Together,We Belong TogetherJimmy Velvet,1,,88,1,False,21.0,(You're Mine And) We Belong Together,133866.0,spotify:track:50lNYns1QEjDKi8hl6p1c1,1963
The Girlfriends,7.0,The Jealous Girlfriends,spotify:artist:4C0Xh2DePG9eEbrnfqrQJd,"['brooklyn indie', 'deep acoustic pop']",http://www.billboard.com/charts/hot-100/1963-12-28,1963-12-28,84,"My One And Only, Jimmy Boy","My One And Only, Jimmy BoyThe Girlfriends",1,,84,1,False,6.0,"My One and Only, Jimmy Boy - Remastered Single Version",136880.0,spotify:track:724k0eWcby90V6kIVbozGq,1963
Anna King,0.0,Anna King,spotify:artist:3MQ6Mwcq3DFRQzWX4tC1dD,[],http://www.billboard.com/charts/hot-100/1964-01-04,1964-01-04,77,If Somebody Told You,If Somebody Told YouAnna King,1,,77,1,False,13.0,If Somebody Told You,177266.0,spotify:track:0K4019RRyJNxDgsbm0lUXe,1964
Pete Seeger,45.0,Pete Seeger,spotify:artist:1P9syEkl41IFowWIJN7ZBY,"['american folk revival', 'appalachian folk', 'banjo', 'folk', 'old-time', 'singer-songwriter', 'traditional folk']",http://www.billboard.com/charts/hot-100/1964-01-11,1964-01-11,95,Little Boxes,Little BoxesPete Seeger,1,,95,1,False,44.0,Little Boxes,114773.0,spotify:track:4VJrTc5QPr13zgkwxaTjjN,1964
The Sapphires,31.0,The Sapphires,spotify:artist:7hsuVq0DQonl3PnP7qkfvP,"['brill building pop', 'classic soul', 'northern soul', 'philly soul', 'souldies']",http://www.billboard.com/charts/hot-100/1964-01-11,1964-01-11,100,Who Do You Love,Who Do You LoveThe Sapphires,1,,100,1,False,30.0,Gotta Have Your Love,136226.0,spotify:track:4BkHHw26fIlHEdcUqeCkgv,1964
Lefty Frizzell,43.0,Lefty Frizzell,spotify:artist:05pAwLhsutiuj6gerEwGvU,"['arkansas country', 'country rock', 'honky tonk', 'traditional country']",http://www.billboard.com/charts/hot-100/1964-01-18,1964-01-18,92,"Saginaw, Michigan","Saginaw, MichiganLefty Frizzell",1,,92,1,False,40.0,"Saginaw, Michigan",186973.0,spotify:track:6kGTegnkVO7NQuu5DFXRSw,1964
The Beatles,85.0,The Beatles,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",http://www.billboard.com/charts/hot-100/1964-01-18,1964-01-18,45,I Want To Hold Your Hand,I Want To Hold Your HandThe Beatles,1,,45,1,False,47.0,Act Naturally - Remastered 2009,150373.0,spotify:track:0IxxqsYBcCHEQ1HqLYJnwx,1964
Dusty Springfield,65.0,Dusty Springfield,spotify:artist:5zaXYwewAXedKNCff45U5l,"['adult standards', 'british invasion', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'soul']",http://www.billboard.com/charts/hot-100/1964-01-25,1964-01-25,77,I Only Want To Be With You,I Only Want To Be With YouDusty Springfield,1,,77,1,False,6.0,I Wanna Be a Free Girl,177133.0,spotify:track:6fXYggORMfDwMohgq50SV8,1964
Diane Renay,18.0,Diane Renay,spotify:artist:0qH7JjrjtYbvone01gPzVd,[],http://www.billboard.com/charts/hot-100/1964-01-25,1964-01-25,90,Navy Blue,Navy BlueDiane Renay,1,,90,1,False,17.0,Kiss Me Sailor,166413.0,spotify:track:7c7rF8Ojpkzulj6lpdZ63O,1964
The Pyramids,34.0,The Pyramids,spotify:artist:7Krj6vYZibCNyVu9iLqlt8,"['instrumental surf', 'surf music']",http://www.billboard.com/charts/hot-100/1964-02-01,1964-02-01,90,Penetration,PenetrationThe Pyramids,1,,90,1,False,40.0,Penetration,123167.0,spotify:track:2ORXFszhtyXn5MwVJcmiK6,1964
Jody Miller,27.0,Jody Miller,spotify:artist:656TGMl6uRQSQlFRVCKt7w,"['nashville sound', 'oklahoma country']",http://www.billboard.com/charts/hot-100/1964-02-08,1964-02-08,96,He Walks Like A Man,He Walks Like A ManJody Miller,1,,96,1,False,20.0,He Walks Like A Man,157847.0,spotify:track:4ycahhaQdjoN61KNFxvGA9,1964
The Devotions,1.0,The Devotions,spotify:artist:1ansEr5xlP7Ko8MAZXqhkm,[],http://www.billboard.com/charts/hot-100/1964-02-08,1964-02-08,99,Rip Van Winkle,Rip Van WinkleThe Devotions,1,,99,1,False,3.0,Rip Van Winkle,138293.0,spotify:track:6wP6XDZH9HiMs6ejL2R6nj,1964
Tommy Tucker,30.0,Tommy Tucker,spotify:artist:3Hu7yAx1kVULnXjSznYZRf,[],http://www.billboard.com/charts/hot-100/1964-02-08,1964-02-08,78,Hi-Heel Sneakers,Hi-Heel SneakersTommy Tucker,1,,78,1,False,45.0,Hi-Heel Sneakers,168906.0,spotify:track:0C8P9haQocLi6CmEwEgAUT,1964
Chris Crosby,5.0,Christian Crosby,spotify:artist:7k438pY8KujSW2Gdh7PAXQ,[],http://www.billboard.com/charts/hot-100/1964-02-15,1964-02-15,80,Young And In Love,Young And In LoveChris Crosby,1,,80,1,False,1.0,Young and in Love,145266.0,spotify:track:4hCdeVQKc1yPBnZ9D9B3Re,1964
The Dave Clark Five,43.0,The Dave Clark Five,spotify:artist:2HBbky0Z08ZcCKVsXWbNE4,"['british invasion', 'bubblegum pop', 'classic garage rock', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",http://www.billboard.com/charts/hot-100/1964-02-15,1964-02-15,77,Glad All Over,Glad All OverThe Dave Clark Five,1,,77,1,False,4.0,You Must Have Been a Beautiful Baby - 2019 - Remaster,137906.0,spotify:track:57KyBPfnROUOMBvyQQwnei,1964
Bruce & Terry,5.0,Bruce & Terry,spotify:artist:587ktvH0lJ7YdX6hgP1RNm,[],http://www.billboard.com/charts/hot-100/1964-02-22,1964-02-22,96,Custom Machine,Custom MachineBruce & Terry,1,,96,1,False,3.0,Custom Machine,97573.0,spotify:track:7E9VSMXD5RuAqLHIA6TQuT,1964
Scott English,10.0,Scott English,spotify:artist:0o5Y1P7CE982DXxW28v3H8,[],http://www.billboard.com/charts/hot-100/1964-02-22,1964-02-22,91,High On A Hill,High On A HillScott English,1,,91,1,False,11.0,High On A Hill,161610.0,spotify:track:0XsYuXWmbojk5SUHXqPXmP,1964
The Monarchs,10.0,The Reigning Monarchs,spotify:artist:5p7fxIF8JCTkgadotJijFU,[],http://www.billboard.com/charts/hot-100/1964-02-22,1964-02-22,81,Look Homeward Angel,Look Homeward AngelThe Monarchs,1,,81,1,False,3.0,Look Homeward Angel,170973.0,spotify:track:7kQes4CzkVku6LODzUAB4S,1964
Terry Stafford,31.0,Terry Stafford,spotify:artist:4kmoIUly5v8RsaKDhevAjT,['oklahoma country'],http://www.billboard.com/charts/hot-100/1964-02-22,1964-02-22,99,Suspicion,SuspicionTerry Stafford,1,,99,1,False,45.0,Suspicion,154906.0,spotify:track:17YtDVU9bUluyihdOKWfxu,1964
The Swans,27.0,The Wild Swans,spotify:artist:63yEaRONzlJVu1ozymo4Fk,"['deep new wave', 'new wave', 'synthpop']",http://www.billboard.com/charts/hot-100/1964-02-29,1964-02-29,99,The Boy With The Beatle Hair,The Boy With The Beatle HairThe Swans,1,,99,1,False,1.0,The Boy With the Beatle Hair,148866.0,spotify:track:7I3ILUr69yANI7eWOTrE4S,1964
The Serendipity Singers,20.0,The Serendipity Singers,spotify:artist:60mbIWU4hFqNwuTFE1jPku,['american folk revival'],http://www.billboard.com/charts/hot-100/1964-02-29,1964-02-29,90,Don't Let The Rain Come Down (Crooked Little Man),Don't Let The Rain Come Down (Crooked Little Man)The Serendipity Singers,1,,90,1,False,18.0,Beans In My Ears,131133.0,spotify:track:1ko9hCONG4gae7DQnsUiZV,1964
Z.Z. Hill,35.0,Z.Z. Hill,spotify:artist:1gdaEBrH99AfhsiQNbaSBp,"['soul blues', 'southern soul', 'southern soul blues']",http://www.billboard.com/charts/hot-100/1964-03-07,1964-03-07,100,You Were Wrong,You Were WrongZ.Z. Hill,1,,100,1,False,5.0,You Were Wrong,199466.0,spotify:track:7ae7k5vJV8BGAe4xVp7dng,1964
The Swinging Blue Jeans,44.0,The Swinging Blue Jeans,spotify:artist:5gNduPlUGHsgy1w7f71obH,"['british invasion', 'bubblegum pop', 'merseybeat', 'rock-and-roll', 'rockabilly']",http://www.billboard.com/charts/hot-100/1964-03-07,1964-03-07,80,Hippy Hippy Shake,Hippy Hippy ShakeThe Swinging Blue Jeans,1,,80,1,False,35.0,Good Golly Miss Molly,125106.0,spotify:track:0hYy8Obaw4VUVJ2bf0uiFc,1964
Barbra Streisand,65.0,Barbra Streisand,spotify:artist:7jmTilWYlKOuavFfmQAcu6,"['adult standards', 'hollywood', 'mellow gold', 'soft rock']",http://www.billboard.com/charts/hot-100/1964-04-04,1964-04-04,100,People,PeopleBarbra Streisand,1,,100,1,False,14.0,Mother,275666.0,spotify:track:5RSwTgz0codolRnFFcGzE2,1964
Boots Randolph,31.0,Boots Randolph,spotify:artist:3c8BXo73tAg7XZiNHJugZm,['nashville sound'],http://www.billboard.com/charts/hot-100/1964-04-04,1964-04-04,99,"Hey, Mr. Sax Man","Hey, Mr. Sax ManBoots Randolph",1,,99,1,False,9.0,The Shadow of Your Smile,188333.0,spotify:track:77L13Hpqe4bBcWL1BHJxSr,1964
Al Hirt,43.0,Al Hirt,spotify:artist:0TGsWvnbtExsbGUSWtXENE,"['dixieland', 'easy listening', 'jazz trumpet', 'lounge', 'new orleans jazz', 'space age pop']",http://www.billboard.com/charts/hot-100/1964-04-11,1964-04-11,87,Cotton Candy,Cotton CandyAl Hirt,1,,87,1,False,26.0,Cotton Candy,134200.0,spotify:track:6vOJGIYpiEgYh4Vjx47c4w,1964
The Bermudas,10.0,The Bermudas,spotify:artist:0wDUb8DSu63ZIwP6FhMH9n,[],http://www.billboard.com/charts/hot-100/1964-04-18,1964-04-18,97,Donnie,DonnieThe Bermudas,1,,97,1,False,2.0,Donnie,133640.0,spotify:track:3lEMnQG90phvMl4ZLoQnUH,1964
The Bachelors,38.0,The Bachelors,spotify:artist:0qDtyCZRYrja9CoeHXV6FD,"['adult standards', 'british invasion', 'classic uk pop', 'merseybeat', 'rock-and-roll']",http://www.billboard.com/charts/hot-100/1964-04-18,1964-04-18,74,Diane,DianeThe Bachelors,1,,74,1,False,43.0,I Believe,127666.0,spotify:track:4dpufyK2lWWG0Nb71zuEpV,1964
The Simon Sisters,6.0,The Simon Sisters,spotify:artist:0MgiMwoxbip7wL5pgp8NRx,[],http://www.billboard.com/charts/hot-100/1964-04-25,1964-04-25,98,"Winkin', Blinkin' And Nod","Winkin', Blinkin' And NodThe Simon Sisters",1,,98,1,False,16.0,"Winkin', Blinkin' And Nod",128000.0,spotify:track:3DgIaxMZ7gwc4EEIOtor6S,1964
The Rolling Stones,79.0,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,"['british invasion', 'classic rock', 'rock']",http://www.billboard.com/charts/hot-100/1964-05-02,1964-05-02,98,Not Fade Away,Not Fade AwayThe Rolling Stones,1,,98,1,False,30.0,Dandelion,213000.0,spotify:track:5R5etR7RqxzuhZD5URAn2L,1964
Brenda Holloway,32.0,Brenda Holloway,spotify:artist:3nXMZsj1H0F7h9SDUeYNjg,"['classic soul', 'motown', 'northern soul', 'soul']",http://www.billboard.com/charts/hot-100/1964-05-02,1964-05-02,76,Every Little Bit Hurts,Every Little Bit HurtsBrenda Holloway,1,,76,1,False,39.0,Every Little Bit Hurts,170960.0,spotify:track:3sHGi1Ldr0JfoeZMoV9sNO,1964
The Dixie Cups,49.0,The Dixie Cups,spotify:artist:7ICvZfP4VHAPZ5Wdt03772,['classic girl group'],http://www.billboard.com/charts/hot-100/1964-05-02,1964-05-02,72,Chapel Of Love,Chapel Of LoveThe Dixie Cups,1,,72,1,False,61.0,Chapel Of Love,170786.0,spotify:track:7vVG9xbmNQrtdSPTi7KDUm,1964
Wayne Newton,51.0,Wayne Newton,spotify:artist:5NX29TmuYrENlpvz6IgYMJ,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",http://www.billboard.com/charts/hot-100/1964-05-02,1964-05-02,99,The Little White Cloud That Cried,The Little White Cloud That CriedWayne Newton,1,,99,1,False,9.0,Years,234560.0,spotify:track:3mvgXbMjAS1Me6YnMHvTYm,1964
Peter And Gordon,40.0,Peter And Gordon,spotify:artist:6lHC2EQMEMZiEmSfFloarn,"['beatlesque', 'british blues', 'british invasion', 'bubblegum pop']",http://www.billboard.com/charts/hot-100/1964-05-09,1964-05-09,76,A World Without Love,A World Without LovePeter And Gordon,1,,76,1,False,19.0,The Knight in Rusty Armour - Stereo; 2011 Remaster,158333.0,spotify:track:6pT33ADvrAnXzNUFvlrRdQ,1964
B.B. King,64.0,B.B. King,spotify:artist:5xLSa7l4IV1gsQfhAMvl0U,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",http://www.billboard.com/charts/hot-100/1964-05-09,1964-05-09,90,Rock Me Baby,Rock Me BabyB.B. King,1,,90,1,False,9.0,Philadelphia,359567.0,spotify:track:6TIYyC6O3KjSGjM9PdcLiM,1964
The Hollies,63.0,The Hollies,spotify:artist:6waa8mKu91GjzD4NlONlNJ,"['album rock', 'british invasion', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']",http://www.billboard.com/charts/hot-100/1964-05-16,1964-05-16,98,Just One Look,Just One LookThe Hollies,1,,98,1,False,33.0,Look Through Any Window,137133.0,spotify:track:0BzTkmo5WxDjxVDA3qoata,1964
Chad & Jeremy,35.0,Chad & Jeremy,spotify:artist:2UQwwYBLBvtpGHTMYzTgHi,"['british invasion', 'bubblegum pop', 'merseybeat']",http://www.billboard.com/charts/hot-100/1964-05-23,1964-05-23,92,Yesterday's Gone,Yesterday's GoneChad & Jeremy,1,,92,1,False,27.0,Willow Weep For Me,153000.0,spotify:track:6bnHE2gyozE2D0Q2p5YZ17,1964
The Overlanders,9.0,The Overlanders,spotify:artist:0IZ3d0v1c9OaPfVfmkSknV,"['british invasion', 'merseybeat']",http://www.billboard.com/charts/hot-100/1964-05-23,1964-05-23,98,Yesterday's Gone,Yesterday's GoneThe Overlanders,1,,98,1,False,2.0,Yesterday's Gone,132040.0,spotify:track:2b5C2oyfGypmIvEIcoF3J9,1964
Millie Small,40.0,Millie Small,spotify:artist:0h3n6BqxvmRhWwNcdw4CWT,"['jamaican ska', 'ska revival']",http://www.billboard.com/charts/hot-100/1964-05-23,1964-05-23,90,My Boy Lollipop,My Boy LollipopMillie Small,1,,90,1,False,55.0,My Boy Lollipop,120466.0,spotify:track:5IM6psLoDLytszopZz9ZOm,1964
Johnny Rivers,48.0,Johnny Rivers,spotify:artist:3TiISqKS6ESlMQ4WFfZJw2,"['bubblegum pop', 'folk rock']",http://www.billboard.com/charts/hot-100/1964-05-30,1964-05-30,88,Memphis,MemphisJohnny Rivers,1,,88,1,False,30.0,Maybelline - Live,137200.0,spotify:track:1kjJZ1cuWV8cBICGmQJcy4,1964
Lenny O'Henry,1.0,Lenny O'Henry,spotify:artist:0fbKD0UMXbSCr38vd3ESvo,[],http://www.billboard.com/charts/hot-100/1964-05-30,1964-05-30,98,Across The Street,Across The StreetLenny O'Henry,1,,98,1,False,7.0,Across The Street (Single Version),134800.0,spotify:track:1gPcCNd9BjCcBWPSucnyJH,1964
Alvin Robinson,22.0,Alvin Robinson,spotify:artist:3J2KA7iktnREuTJnn6uwgS,['new orleans soul'],http://www.billboard.com/charts/hot-100/1964-06-06,1964-06-06,90,Something You Got,Something You GotAlvin Robinson,1,,90,1,False,5.0,Something You Got,148254.0,spotify:track:1S293J9VJy8qDaZb6mpG5K,1964
